,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,t,y,true_ite,est_ite
28,-1.4928354,-5.194504,-0.21150938,1.855612,4.365585,2.7951,-1.1370997,3.2842317,1.1639833,3.6753478,1.0,1.0,0.49999386,0.8028761
29,0.26776785,-5.9545283,-4.2141476,2.0721555,-1.9301094,3.157261,-6.5312963,0.9689196,2.4562662,-9.815694,0.0,0.0,0.49999386,0.9553343
30,-3.526566,-3.0817473,0.06965459,-3.2049036,3.2679148,3.535449,-2.1600711,-1.2033206,-1.4655371,-1.5606813,0.0,0.0,0.49999386,0.52305406
31,-5.7586207,2.1860232,-0.14522733,6.4929,0.69828457,0.08179806,-0.7024834,-0.72270036,-8.764614,-3.371437,0.0,0.0,0.49999386,0.782669
32,-4.100499,2.0546432,-3.7918735,0.0042262156,-2.4619164,5.954467,-0.068434514,2.1651711,-1.5332582,2.5418525,0.0,0.0,0.49999386,0.6189399
33,3.1885486,-3.8951359,-5.9820204,-0.43978208,2.643313,0.90091056,1.227645,1.383112,-3.6326945,-0.9256187,0.0,0.0,0.49999386,0.6571727
34,6.6226864,-4.8076687,6.015931,-0.6603626,4.8859863,10.490899,7.758234,10.646496,1.3020703,1.7550623,1.0,1.0,0.95245075,0.98362046
35,-2.28714,-2.4484596,0.9251195,-2.1369834,-0.45982674,3.5098557,-2.5001066,4.8623123,2.0177832,-4.845688,0.0,0.0,0.49999386,0.77324915
36,-0.1594621,1.058248,4.3687496,-1.7522503,-0.7948936,2.6983304,-1.8860316,-3.6837573,-3.1930203,-1.6711857,0.0,0.0,0.49999386,0.6400588
37,1.7231404,1.7654603,-1.6742675,1.9870136,-1.7878451,1.415947,3.4802456,-1.5843167,5.9585776,-4.7169695,1.0,0.0,0.95245075,0.8281402
38,1.8512249,-0.8967191,1.8749363,2.4202175,-5.867223,-1.4929261,0.8836789,1.7817249,-2.687683,1.1534646,0.0,0.0,0.49999386,0.5555449
39,1.1528103,2.797666,-2.2859905,-2.3173752,-2.2457478,-3.978858,4.6605597,1.6152048,-0.6596596,5.532567,0.0,0.0,0.49999386,0.4935019
40,6.385165,3.5232472,-0.25937435,1.0131457,2.3340142,0.52439034,-1.7065891,2.1750407,2.524942,2.6639304,1.0,0.0,0.49999386,0.74750173
41,-0.6068751,-3.2928247,3.6942697,-0.8261266,-1.5312985,1.1565939,0.20195322,1.7375754,1.4955956,2.508966,1.0,0.0,0.49999386,0.29803786
42,0.45628428,-6.3162823,2.2051368,-1.6115956,0.39329815,2.833514,0.66727805,-6.066763,1.7397256,1.5805151,1.0,1.0,0.95245075,0.71477
43,-5.1171327,-1.5097944,3.3839085,-1.6459298,-1.6805241,-2.2321036,5.8829384,2.3612819,0.6807153,-0.82868755,0.0,0.0,0.49999386,0.85829395
44,-5.8307977,-4.0262737,-3.2169566,-9.139903,9.750624,-0.31802738,-4.0022655,-4.018591,-7.533661,1.4220164,0.0,0.0,0.95245075,0.9584834
45,2.0414038,-0.453562,-6.5747924,2.8452058,0.13998023,-0.9552008,4.3602486,5.3384285,0.9167615,-2.0847626,0.0,0.0,0.49999386,0.8525424
46,-3.8697782,-1.5020015,-2.6347136,-2.703899,5.4331207,-3.0845828,2.216712,3.9045293,11.978288,6.397108,1.0,1.0,0.95245075,0.91858864
47,-3.8051853,8.242023,-1.669594,3.092617,2.4183521,-1.0386248,-7.4702244,-6.609433,10.678949,3.7117167,1.0,1.0,0.95245075,0.97231627
48,0.33218437,-2.147319,0.308393,1.9089372,-0.95129246,2.896491,-3.4302692,-3.3285942,6.969615,-0.19241941,0.0,0.0,0.49999386,0.6194188
49,-4.754429,0.8124715,-1.2069135,4.1169634,-4.242975,-3.022087,7.60785,0.7742153,8.3711815,7.5388775,1.0,1.0,0.95245075,0.9656038
50,1.4794031,-1.0273433,12.277675,-5.3391347,-0.16158748,-5.4660954,4.606331,0.6320569,8.054313,7.294133,1.0,1.0,0.95245075,0.9741826
51,-1.8702797,3.3516777,0.111139625,1.3376174,-0.10263449,1.6086736,1.8012167,-0.84601927,-1.2796845,5.582761,0.0,0.0,0.49999386,0.80852884
52,4.9791603,0.8123415,3.6937456,2.3768349,-1.6968788,3.0118027,-0.47122008,2.1189044,1.2941043,1.1803539,1.0,0.0,0.49999386,0.624125
53,7.5207405,4.4400215,-7.847578,-4.9535103,2.8401122,5.875747,4.086437,-0.07707524,2.8272119,5.883195,0.0,0.0,0.95245075,0.96817726
54,3.0850177,-1.9359818,0.42926225,-0.8756442,-0.0098154815,-5.6376867,-3.5692885,0.27863297,-0.46444532,-0.85711116,0.0,0.0,0.49999386,0.46395513
55,2.437096,-0.49899542,-4.208233,-3.4989772,-3.4745498,-3.222104,-1.9255395,-3.0763755,5.0342655,-6.890894,1.0,1.0,0.95245075,0.77968174
56,1.7349497,3.32017,3.4298215,3.9261246,-3.2247448,4.627468,-1.8542143,-6.6503286,-1.4543605,4.930005,0.0,0.0,0.49999386,0.8379318
57,6.2584977,0.08926839,1.0006027,-1.8818703,-6.508147,-10.375319,-3.1651745,-7.692833,2.8994615,0.7575253,1.0,1.0,0.95245075,0.8619626
58,-1.135808,1.9016087,4.1612444,1.9051942,-0.1170322,-0.21372807,-1.5322888,-0.66361773,0.62526333,3.5550191,0.0,0.0,0.49999386,0.7697892
59,-0.56330574,5.4186783,-1.6162051,3.6374753,-1.8281074,4.6157765,-1.9892929,0.7281693,1.3337543,3.3075652,0.0,0.0,0.49999386,0.7371939
60,-0.7223573,-1.3416309,5.967082,6.556431,0.35439754,-2.14537,-5.088288,-1.4929178,-6.0174,0.86890733,1.0,1.0,0.95245075,0.7804531
61,1.8356507,-0.23285082,-0.10357451,3.924845,2.7937107,-0.14997092,-4.2458377,0.05296539,-4.381922,0.9119222,1.0,1.0,0.49999386,0.5939774
62,-2.6871533,-2.5949945,6.463238,1.490645,4.5038314,4.9668245,-6.120628,1.4544656,4.619399,1.6286042,0.0,0.0,0.49999386,0.9438154
63,-0.4272117,-0.26305184,-0.37742043,1.5358291,-4.4966335,-0.712713,-1.2101068,2.2315283,-4.209119,-0.6432133,1.0,0.0,0.49999386,0.44707146
64,4.802197,3.7221413,0.70880014,0.77584636,-0.8854501,0.7006424,-3.963203,0.9263225,1.8837572,-1.6341274,0.0,0.0,0.49999386,0.7881711
65,1.6292802,0.11191338,4.391066,-1.6926925,2.835828,-9.032634,5.713572,0.5941217,-2.3912241,-3.990395,1.0,1.0,0.95245075,0.90924263
66,-0.6463231,-5.1773868,1.4078203,9.859675,-11.347033,-2.6562953,-1.4687114,5.183768,2.6780522,-4.532326,1.0,1.0,0.95245075,0.9776253
67,2.695665,3.3783379,-3.6231432,-4.886654,7.6533947,8.844723,5.269533,2.258978,-1.5056946,3.1826289,1.0,1.0,0.95245075,0.96424264
68,2.2075999,2.5554605,-0.069223404,6.8512573,2.1717687,5.031778,6.2620487,1.5618211,4.5126524,-0.66867757,1.0,1.0,0.95245075,0.9638883
69,0.7854413,0.04025418,2.150741,2.9602635,4.944209,1.1588031,6.695837,2.615562,2.4100657,-3.041324,0.0,0.0,0.49999386,0.83750886
70,1.6226126,1.3348408,2.0165164,2.4165902,10.508919,2.0203443,3.2856,0.9571911,2.8658385,0.5783993,1.0,1.0,0.95245075,0.9446807
71,-10.795913,2.8390691,2.6025877,4.1296663,8.970978,2.2024307,4.461041,-0.56761336,-1.6271915,-2.1010923,0.0,0.0,0.95245075,0.94602406
72,-5.182578,0.29271924,4.9499617,-1.2139735,-4.151424,-3.2776456,9.0436,-1.2218413,1.3786765,4.3836164,1.0,1.0,0.95245075,0.93790084
73,3.621331,-0.68778753,-2.6803231,-1.3447523,11.665756,-13.585087,0.9422361,7.2820983,6.334888,-6.2130103,1.0,1.0,0.95245075,0.9741823
74,-1.1350886,0.28043592,6.4579544,5.808838,-3.4066482,1.5356466,-4.998662,0.53701127,-1.3667432,1.3130248,0.0,0.0,0.49999386,0.9373087
75,-1.95994,4.130923,0.23923373,-1.2720644,2.6466272,11.955058,-8.305112,-3.975906,0.5025566,6.254579,0.0,0.0,0.95245075,0.96542567
76,-0.085739255,-9.310127,1.03076,7.6721115,-1.7578332,3.7814412,7.606298,13.604782,-3.2044082,4.5478897,1.0,0.0,0.95245075,0.9789246
77,-1.7668574,2.9125218,4.078704,2.714886,4.3346934,-5.24409,-3.5037928,0.7484227,2.8255155,-1.1154766,0.0,0.0,0.49999386,0.77105004
78,2.1010568,2.0535,-0.060740374,-3.9931588,-0.98572916,-6.1115656,-3.7562807,3.6703415,-0.40825287,0.6982138,0.0,0.0,0.49999386,0.568289
79,6.89229,-5.282341,-1.9796264,-0.88405013,5.2026596,2.4130986,6.9936786,-5.9520545,8.254387,-1.894896,0.0,0.0,0.95245075,0.9665721
80,2.1732805,1.6337802,0.4865793,1.4681681,3.3143299,0.16990563,2.9860072,3.323814,6.058761,0.2671848,0.0,0.0,0.49999386,0.7725259
81,1.7560661,-0.2882598,6.5068774,1.9966013,-0.80568534,0.035290007,0.079088524,-3.3612986,0.0022892994,6.330475,0.0,0.0,0.49999386,0.50932634
82,-1.7521782,-1.327807,-0.0059912577,-3.0962138,-0.66945565,-2.667726,-2.5252542,2.098085,3.299675,5.1069937,1.0,0.0,0.49999386,0.74106073
83,3.7638843,-11.85068,4.1447773,0.86653644,-3.6102386,-1.7951596,6.7572246,2.6973042,2.5205164,3.9011772,0.0,0.0,0.95245075,0.9416464
84,-1.9546831,6.86935,5.5667295,-1.356385,0.7198572,2.459238,-1.1965437,8.946731,3.2567818,0.31850588,1.0,1.0,0.95245075,0.89584917
85,1.5382957,-2.677949,-1.13639,3.9082022,3.9101086,1.9079815,0.9707258,0.4684804,-0.23779616,2.870483,0.0,0.0,0.49999386,0.5110971
86,-0.90034485,5.187027,-0.61839294,6.254638,-0.5794835,0.38747472,7.5506105,-5.1678333,4.4452643,9.564028,0.0,0.0,0.95245075,0.9622106
87,2.8653922,-2.14692,-0.48062205,0.7711861,-1.6251104,-0.23641741,5.2606206,1.5524697,-1.7238393,3.826101,0.0,0.0,0.49999386,0.4385751
88,-8.573298,5.8099895,-1.754982,0.88669306,0.9680693,-1.598314,-0.629453,0.76259863,-4.1953363,1.2069294,0.0,0.0,0.49999386,0.89902896
89,-2.9569955,1.4683831,1.338126,-2.925465,0.98773766,3.50398,0.80540204,-1.4963132,-0.34622368,3.0522137,0.0,0.0,0.49999386,0.3949193
90,-0.08864407,-4.96499,1.2691987,-1.7081498,-0.65747833,-2.5790684,-4.950471,-2.1098204,-3.5477693,1.2941289,0.0,0.0,0.49999386,0.68073666
91,-1.4951445,5.446345,-7.8331947,5.4537673,-1.2723567,-0.84703314,-0.07097278,0.8973021,-3.177444,3.8265753,1.0,1.0,0.49999386,0.804762
92,-4.0783567,-5.4522476,11.147662,2.006519,13.021161,3.1118393,3.2594585,0.61996555,1.5408382,-3.643589,1.0,1.0,0.95245075,0.98705274
93,-1.3958578,-0.6552212,-8.763013,1.3434285,-2.7155156,1.3659239,4.8496256,-3.0870051,4.827877,-2.930462,1.0,1.0,0.95245075,0.6443891
94,-2.7269518,-2.4144764,2.107615,3.9018755,-3.1009827,3.9825802,-1.205785,1.6503694,-0.94134307,2.36344,0.0,0.0,0.49999386,0.61780596
95,1.3258523,-2.1731887,3.2548194,-7.378853,-4.0092278,0.6400191,-4.0193005,6.271759,-1.2932034,2.6031613,0.0,0.0,0.49999386,0.9040559
96,0.47010702,3.181456,0.69051224,0.83075964,0.14737271,3.5815365,2.3898344,1.9264171,-0.5979723,4.808551,0.0,0.0,0.49999386,0.69255143
97,-0.31018612,1.367902,1.2979978,2.0631542,1.9583006,-4.457556,-0.2110016,-7.721839,1.1077803,-0.27872518,1.0,0.0,0.49999386,0.73464423
98,0.6661123,-0.6476135,-5.3381534,-0.8898609,-3.0825448,1.804292,0.9948862,1.0798771,-0.34277734,3.4610405,1.0,0.0,0.49999386,0.5347598
99,-2.557517,1.0114491,0.095646426,0.32121062,-8.221729,2.2953665,0.945407,2.1421702,0.8718277,-6.9781494,1.0,0.0,0.49999386,0.83152056
100,3.745513,9.533329,-11.407364,-1.2201061,-4.317884,1.7685692,7.515538,-8.511265,7.3922257,-0.10033381,1.0,1.0,0.95245075,0.9894109
101,4.533395,-0.9078616,5.0933313,-2.4917123,2.416109,-0.9436943,0.7709063,0.9240397,-1.6294495,6.630768,1.0,1.0,0.49999386,0.9069972
102,3.1581273,-4.55234,3.4387496,-4.1226597,-8.728085,2.6106231,2.8941736,8.058636,4.18696,-6.5251455,1.0,1.0,0.95245075,0.9636583
103,-6.5908594,-0.66642666,-0.8159281,4.1663046,3.4430368,-4.138325,10.948446,8.428611,1.1928422,-1.8619223,0.0,0.0,0.95245075,0.8222477
104,1.7457072,1.2029755,-2.767046,1.7919012,1.2603673,1.280567,-4.1582246,-2.2029815,6.82707,0.1358157,0.0,0.0,0.49999386,0.7920495
105,5.6654134,3.4351828,-1.8654437,0.03889066,-3.5606842,8.088944,-0.7725179,3.9864483,3.064711,7.01616,1.0,1.0,0.95245075,0.87929076
106,1.2182282,20.983007,0.4787885,-1.0586596,4.5655127,5.4820313,-0.9096174,1.6680489,0.37078,2.5301237,1.0,1.0,0.95245075,0.98946345
107,0.03196437,-4.0158443,2.342536,6.799085,7.3395996,-5.4200754,4.5689993,-3.792185,-5.1798663,3.8764224,0.0,0.0,0.49999386,0.94506305
108,2.4306264,-2.8206105,0.7008674,1.5220566,3.673327,-5.47468,2.4016128,5.2689548,2.3901634,4.625242,0.0,0.0,0.95245075,0.8041979
109,2.7879891,1.5439115,7.4103775,7.7209234,3.2476213,4.96127,-6.4882417,9.949941,3.8411198,3.2244956,0.0,0.0,0.95245075,0.98180836
110,3.1134806,1.1379232,6.4068475,-2.8133142,13.780357,-2.1511734,-5.4050703,4.424973,5.445361,-4.6018233,0.0,0.0,0.95245075,0.984896
111,2.6080377,1.1513016,-0.066012844,-5.796894,0.66172767,3.0008004,1.5777378,2.666458,4.8654914,-1.4950198,0.0,0.0,0.49999386,0.80864966
112,-1.4296558,-1.7154441,2.1991615,-5.212168,-0.38382447,-0.45448753,6.6110306,-2.213729,-13.516315,1.1362325,0.0,0.0,0.49999386,0.9307672
113,-3.090037,-1.6836891,1.3406035,-1.2070007,-2.1239831,-0.61351925,1.0700169,2.5937843,-1.8812811,-3.1359687,0.0,0.0,0.49999386,0.5805277
114,-2.986623,-0.21883395,-1.1711731,4.9640355,1.476455,-3.6794806,1.1006078,1.1159288,-0.37952834,1.7053517,0.0,0.0,0.49999386,0.72160524
115,-3.2327561,-1.4839032,-0.59896636,1.5708205,3.0604692,0.8757828,0.12356675,3.1271646,-0.8784143,0.66166097,1.0,1.0,0.95245075,0.3373073
116,-4.2253275,1.8450823,0.6948428,3.0384607,4.435233,0.93367106,0.53495777,-1.4159641,0.21573624,-1.2931818,1.0,0.0,0.49999386,0.7972337
117,-3.2647882,8.974342,1.644766,-1.201093,4.653214,3.0278757,2.7384133,-6.7368526,-6.6746173,3.0372806,1.0,1.0,0.95245075,0.9193864
118,-2.17499,-2.0258713,2.2467637,-0.08829172,-0.6015695,5.1676674,2.2471924,-4.312367,3.007628,5.2324076,1.0,0.0,0.49999386,0.8414922
119,-5.2618895,-1.0329046,5.4001327,0.41295165,2.7167497,2.4368122,-4.134571,5.1142373,-2.1848538,4.266083,1.0,1.0,0.95245075,0.6638387
120,5.886475,1.681324,5.3958116,2.0487478,9.901308,8.961648,-3.3952322,-0.68749,-3.0635448,-4.1042128,0.0,0.0,0.95245075,0.98210585
121,4.3454885,-4.2839503,3.3441906,1.4706609,0.13293836,1.9118676,4.611046,1.3244851,1.8386996,1.5398676,0.0,0.0,0.49999386,0.6079863
122,11.377211,3.8619165,-5.822558,-12.620549,-0.07922232,5.711153,-2.1439729,3.732315,4.1336074,-9.651615,1.0,1.0,0.95245075,0.97667617
123,5.7142367,-3.226921,-5.455306,3.1866355,-2.3736384,-3.774261,0.13557911,-1.4216917,-1.0524495,4.484564,1.0,1.0,0.95245075,0.69380444
124,2.9252172,2.5621567,5.5759873,1.6151597,3.0362668,4.277109,8.114832,-4.6181135,5.8664374,1.1003441,1.0,1.0,0.95245075,0.95133656
125,-4.0207977,-1.5380416,-0.2938195,0.038236395,-0.63366705,-1.6155803,4.105044,0.38122693,-3.088794,-0.15116307,1.0,1.0,0.49999386,0.79565686
126,1.3429948,6.432644,-2.7808938,1.726039,1.1885163,1.2958481,-2.3616025,-1.9091101,-2.2864263,0.35257158,0.0,0.0,0.49999386,0.7150888
127,-2.2875667,2.4261508,4.0283747,1.9493935,4.02034,-3.4105425,-9.930148,-2.4184816,-3.2032318,8.334545,0.0,0.0,0.95245075,0.97933245
128,6.056429,5.908377,-5.5479107,7.202298,-2.9357157,2.663638,-2.2023633,-1.1633604,-9.827747,5.7214303,0.0,0.0,0.95245075,0.9698637
129,2.843727,0.10119003,0.29447985,-1.5203371,3.3765774,-3.3297338,-0.38622928,-1.5829782,-10.56267,0.075205386,1.0,1.0,0.95245075,0.8670942
130,4.571768,-0.4385563,-3.4012794,2.3177824,3.4579415,-4.947489,-4.03948,-5.4417224,-3.6348028,-1.6513553,0.0,0.0,0.95245075,0.7511439
131,0.6105664,-3.6190944,2.3676496,4.0428815,4.6339235,-1.0147988,-0.12724222,0.3582474,-1.9369013,1.3751004,0.0,0.0,0.49999386,0.6132173
132,4.475786,-1.7531314,-1.7278552,-3.199675,-2.5699718,-3.1705122,3.5727954,-3.975193,-0.3326283,-1.0725694,0.0,0.0,0.49999386,0.740668
133,5.7381,1.1094226,0.22590499,-0.9499692,-5.7502713,0.033387985,0.79053426,3.1968732,-2.0362456,3.577029,0.0,0.0,0.49999386,0.80222476
134,4.4135847,-2.674147,3.1996217,7.1683173,0.1220212,2.3246317,-6.9911604,4.936513,-4.421646,3.6231563,1.0,1.0,0.95245075,0.95862705
135,3.509538,-6.7056384,-2.9265466,9.32581,5.7539163,2.2541366,3.402391,-0.9940932,1.6241095,-3.089405,1.0,1.0,0.95245075,0.94974977
136,-1.4848189,-9.698186,-1.2324684,3.0735219,1.0100597,4.3649507,1.1942669,7.7086153,4.276566,9.944302,1.0,1.0,0.95245075,0.9638796
137,-1.8503582,-4.1833143,-0.64969105,-0.072673045,-1.4635845,0.32443872,-0.045820944,0.08929918,4.6836767,-0.688401,0.0,0.0,0.49999386,0.6654202
138,3.146884,6.6556487,0.22065914,2.1930857,-1.000658,4.93193,9.677962,-2.949745,-8.121999,11.620995,1.0,1.0,0.95245075,0.9866611
139,3.0849524,6.0262356,10.259511,-2.514721,3.7956638,-3.590301,-0.25648117,-2.319547,-2.105581,1.5175236,1.0,0.0,0.95245075,0.8964497
140,-5.5226297,-2.540913,3.1749659,0.02985847,-2.8148835,2.1281426,0.8541419,5.1563816,5.9503574,1.0910356,0.0,0.0,0.95245075,0.8371591
141,3.9556537,1.4848948,-0.43735573,4.279004,-4.222849,-1.3142105,0.87508905,1.8124518,-0.64465797,2.6880708,0.0,0.0,0.49999386,0.7214006
142,-6.9473376,-1.1548631,-4.0915694,2.3322172,0.078621745,9.877827,-5.719732,13.142257,7.5685806,-3.6779232,1.0,1.0,0.95245075,0.98943657
143,0.58155286,0.67093295,-0.3953215,3.5089178,-1.7247863,-0.22264326,-1.6499088,-1.6619511,0.28560996,3.7095802,1.0,1.0,0.49999386,0.50325793
144,-2.4400325,-2.9025664,4.593671,2.6147351,4.668772,8.585802,1.8918157,6.197434,6.582115,-4.492795,1.0,1.0,0.95245075,0.959149
145,-0.9880955,-5.285283,-1.4433988,-0.6689421,-0.30906412,2.0708551,-6.102113,-0.5658576,0.6423223,-3.237154,0.0,0.0,0.49999386,0.8505233
146,3.7330494,-0.07180942,-0.84612703,-0.7215577,3.9897852,-2.1677494,-0.7757206,-1.6657966,3.2687097,-2.1753366,0.0,0.0,0.49999386,0.5874497
147,5.248105,1.7104161,0.5626782,-3.8496444,-2.99594,-1.0407461,1.0588477,-3.4027753,1.3734404,-4.197992,0.0,0.0,0.49999386,0.80861646
148,0.91761684,4.8392963,-0.31636465,-3.1788664,4.5207157,1.5044632,4.957261,-2.7913852,-0.9380865,3.9527526,0.0,0.0,0.49999386,0.8477737
149,-1.5223174,4.8266907,0.37187254,1.3086073,-6.6836433,10.661045,6.0061426,2.2170832,5.5059385,-1.4976945,1.0,1.0,0.95245075,0.88923883
150,-4.049741,5.4432325,-3.113275,3.6790915,-1.0911355,-4.9421673,2.526309,-5.4656634,4.5302777,2.6073346,1.0,1.0,0.95245075,0.8283418
151,4.970376,-6.568579,3.1701467,-0.26773763,-10.114241,15.071984,9.499585,2.4412117,2.9060793,6.4091887,1.0,1.0,0.95245075,0.99146444
152,-2.5624948,9.92771,1.260481,4.775774,-0.73798203,8.459391,0.22549593,-1.7386718,0.26552957,2.6888695,0.0,0.0,0.95245075,0.9127523
153,-2.9413524,-0.48336115,-3.1011405,-0.12761739,0.71446013,-1.3147764,1.1470118,-1.9664931,-1.4165308,0.007861499,0.0,0.0,0.49999386,0.29140207
154,1.7348478,-3.7551537,-3.5593228,-1.3732601,1.2877403,2.4106054,0.33821914,-1.3667771,-0.6266781,-2.438782,1.0,1.0,0.49999386,0.19989741
155,-6.6126976,0.34298378,-2.4031024,2.0435915,3.086896,3.919363,-0.0115580205,-2.3900318,5.4291515,3.0621352,0.0,0.0,0.49999386,0.70607
156,8.43885,2.4664006,0.90272367,-0.8441577,-2.557025,-3.3567567,-10.290397,-1.172173,6.077669,1.046797,1.0,1.0,0.95245075,0.8947386
157,-2.0928528,-2.9551487,-0.02473092,3.558436,-0.1705488,-4.6825805,6.3444285,7.648179,-4.5000353,8.019756,0.0,0.0,0.95245075,0.9286615
158,-1.9659412,4.428119,-2.2188745,-1.5594151,-1.5702564,-0.52111447,0.67000616,2.5843673,3.875468,-2.0237,0.0,0.0,0.49999386,0.682887
159,-0.73256314,3.5554671,-3.4577444,-2.7622237,0.20428306,5.352283,-0.64935505,-3.9982362,0.7323425,-5.6696987,0.0,0.0,0.49999386,0.70451355
160,-2.4110575,-3.7803545,-5.7685738,6.529026,-2.2632694,3.4407103,3.3603437,4.5152993,-3.2966943,7.2388506,0.0,0.0,0.95245075,0.87541485
161,2.8087063,-1.1513739,-5.5362597,5.925672,11.954146,1.5789373,4.683078,0.1617322,0.32728243,-5.292853,1.0,1.0,0.95245075,0.912994
162,0.5401752,-1.3171921,-4.1293583,6.134178,5.6730485,-3.3975105,3.082353,-2.1641436,4.817411,5.712042,1.0,1.0,0.95245075,0.8964063
163,1.8395202,3.0560405,4.666812,2.4458055,-9.500946,-1.6734688,0.49013668,-5.069259,0.53843385,-3.566595,1.0,1.0,0.95245075,0.8783323
164,1.2651839,1.9386361,-0.4963264,1.4494858,-1.8025757,-4.288658,4.089465,-6.7133036,-0.96807635,-2.0367749,0.0,0.0,0.49999386,0.528688
165,-0.3305747,-2.289763,1.1240263,-0.4902869,6.184932,2.8116136,1.9720528,-0.15213966,-2.5351028,-2.1747813,0.0,0.0,0.49999386,0.62646234
