,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,treatment,y,true_ite
26,3.10255,0.44009566,0.44539642,-1.746062,-0.06884313,2.71036,-4.8267517,-1.3230481,0.5485518,1.2741054,1.0,1.0,0.95245075
27,3.9992876,2.9643588,1.9811699,-6.40917,1.5801191,5.2692995,4.4318085,3.7224975,-5.159067,-0.6611522,0.0,0.0,0.49999386
28,2.817415,-3.5225651,-3.353008,-7.1829023,-3.3487725,-0.066732615,-2.9310222,1.6203382,-0.7638248,-4.780451,1.0,0.0,0.49999386
29,-3.5620909,2.066145,1.575536,7.976044,-4.3054023,4.2828503,-1.4565444,-5.017916,-0.583457,5.960786,1.0,1.0,0.95245075
30,-1.8199513,-2.7035413,0.6665499,-2.8274283,-1.4063417,-0.98922205,-4.8647585,-6.5927353,-1.0523541,-4.1276917,1.0,0.0,0.49999386
31,-1.8581555,-0.7241836,1.8064172,-1.2223985,-2.3218498,-0.45543936,0.7273247,6.008373,-3.7730255,-0.09310255,0.0,0.0,0.49999386
32,-0.19074641,3.7025235,-2.975042,-2.0153377,-1.1663545,0.30315086,-2.268489,-2.8934035,1.0417104,2.2349772,0.0,0.0,0.49999386
33,-1.4914136,-1.8508601,-8.550929,3.1238608,-3.0356283,-2.0472164,1.0328571,2.4547055,-3.6947508,3.6494384,1.0,1.0,0.95245075
34,0.49319178,4.9671183,-0.70763516,4.9333477,-2.0895658,2.652192,4.5719028,2.8731196,4.3948607,0.71638453,1.0,0.0,0.95245075
35,4.3526487,-4.238933,-2.3356557,1.4242907,2.9580464,-1.0748014,-4.697054,-8.361338,3.4103265,-5.9951096,0.0,0.0,0.95245075
36,1.6645565,-3.5935225,0.85569715,1.6137648,4.042677,1.5932488,4.650842,5.427943,0.966406,0.08489126,1.0,1.0,0.49999386
37,-3.349546,5.290859,0.24537295,-2.417995,-1.2445192,-1.4932988,6.310281,-5.700123,3.628795,-4.6364594,1.0,1.0,0.95245075
38,4.0115757,1.726943,-4.5090394,-3.442626,-3.3442922,-0.3511704,2.3060274,-7.769394,-0.56517154,-2.3399043,0.0,0.0,0.49999386
39,-0.38859677,5.7119794,1.3952004,3.4721782,1.8825815,2.4584994,2.8725417,1.0288023,2.8161526,1.696919,0.0,0.0,0.49999386
40,-1.5028927,2.9303837,-1.5935016,-0.89024734,2.4458952,3.117406,0.9980033,4.012843,-1.5419998,2.196754,1.0,0.0,0.49999386
41,1.2912214,-3.2651472,-4.4657316,-0.23415676,3.4865274,1.1199641,-3.662909,-7.5625896,-0.9906509,1.1852019,0.0,0.0,0.49999386
42,5.6302414,-0.8469031,0.6423023,5.3345056,1.0539804,1.8692937,-2.3974664,-1.392736,-0.49378508,2.083581,0.0,0.0,0.49999386
43,2.2133164,-5.8975124,6.3498783,8.26237,-5.3331966,-0.16034627,1.7052586,1.4454496,10.582422,-2.697538,1.0,1.0,0.95245075
44,-6.785019,-0.43486845,4.376874,-1.7665458,1.7109205,-0.77576554,-1.3302784,-0.43324423,-0.41558063,-4.2017307,0.0,0.0,0.95245075
45,-1.6350381,-0.5544872,-0.47713757,1.1118414,-6.7842255,-0.10982108,3.4392009,-5.399063,-0.13452101,10.350998,1.0,1.0,0.95245075
46,1.654256,-0.30282092,-3.0343385,-0.71421206,-0.89602715,-3.1977487,2.5956404,-1.7151387,-5.986109,-2.2694883,0.0,0.0,0.49999386
47,1.0230358,-4.040207,1.2485447,-4.1161475,11.526346,-4.732526,5.822383,4.586231,-0.72922707,-2.8923535,1.0,1.0,0.95245075
48,-2.9123945,-1.4450412,2.4481914,5.5017796,-2.152412,1.7929547,0.29025143,3.3623433,-1.9208791,5.3682413,1.0,1.0,0.95245075
49,1.2984211,-1.73096,5.1954823,1.558631,-1.4486407,-2.466858,2.2642875,0.90337455,-6.3162956,0.84455484,1.0,1.0,0.49999386
50,6.7199373,-0.8847562,-2.2132382,-4.88596,0.8153845,2.7752366,-0.6703031,-0.4251092,-1.3757246,5.5697346,0.0,0.0,0.49999386
51,-0.11198318,9.864982,0.36521775,-0.2500751,1.7129812,-3.3212147,6.210624,-3.551591,-1.8202536,-3.8283606,1.0,1.0,0.95245075
52,-0.18754733,0.07661295,-5.7211337,-0.23209357,2.436387,0.25045538,2.0866394,2.7285557,10.690231,0.41463345,1.0,1.0,0.95245075
53,0.99255055,2.2096128,-1.0547101,0.22952615,-1.4006543,1.7788215,1.9682527,-2.257804,-1.2298582,-0.096858695,0.0,0.0,0.49999386
54,-5.60378,8.666323,-0.994776,-1.0054517,0.7167139,-1.8764524,8.022816,-4.6912603,4.896677,-1.3838711,1.0,1.0,0.95245075
55,-2.6738994,8.170795,6.6639814,0.4606595,2.601452,-0.08068395,3.8789327,-2.6292129,4.624598,0.7950006,0.0,0.0,0.95245075
56,6.832071,-0.5994035,-1.2295837,-5.4533687,2.0849981,-1.2921724,-0.023307443,-5.215072,10.841589,4.1626177,1.0,1.0,0.95245075
57,1.6537439,-1.1134226,6.781719,-2.4738245,-4.491579,6.959491,-10.074135,2.7871797,2.3108377,-7.8873262,1.0,1.0,0.95245075
58,0.41039276,-3.001915,-0.34590054,0.25497836,-3.3942223,3.3391774,8.195681,-5.5296774,-0.5769284,-0.026719332,1.0,0.0,0.95245075
59,6.045827,6.3978877,10.545201,-3.4345455,5.3810167,-0.79074574,6.005725,-5.4229674,-5.567896,-0.54159796,1.0,1.0,0.95245075
60,2.485072,-2.479608,1.1697695,-1.4663084,2.7840674,4.1638775,6.341964,-1.8438811,-1.0046101,6.000673,1.0,1.0,0.95245075
61,0.5253237,4.0170307,1.7033999,-1.8655682,-0.355238,-1.3684928,-4.208247,-3.862152,5.1529446,2.2948694,0.0,0.0,0.49999386
62,-2.5244925,-4.650858,-3.2613695,-3.4605722,2.3864765,2.142699,-5.295669,7.8920274,3.0451584,-1.8860918,0.0,0.0,0.49999386
63,1.8010747,3.1379757,1.340519,0.4490351,1.1960082,-4.9367614,2.5389166,1.6954654,-0.36148012,-1.484266,0.0,0.0,0.49999386
64,-0.08713371,6.1402574,-1.2613517,1.1746707,8.606585,-1.6924117,1.1330397,-3.6007433,-4.657458,2.8018866,0.0,0.0,0.49999386
65,1.6839465,9.5232525,4.5984583,-6.1183586,11.8089075,2.245161,0.85830915,-9.752064,-1.3777673,-0.014256477,1.0,1.0,0.95245075
66,-2.1293087,-2.8120725,1.4913511,2.2018409,0.08573723,7.913302,-2.4507678,-2.5233278,-1.3820388,11.966369,0.0,0.0,0.95245075
67,-3.3555727,0.015843393,-3.343907,-2.188816,-2.8261094,2.3200865,-0.47774193,0.7642391,1.7688092,-5.4181614,0.0,0.0,0.49999386
68,-1.0894825,-7.624734,-7.12259,5.7552166,3.0554457,4.9838653,3.1098247,-1.4792745,-0.51306295,1.4485877,0.0,0.0,0.95245075
69,-2.6891239,3.6591458,-1.3388286,-1.2200851,-3.6368988,-0.7335875,-5.1077623,-1.0530663,-3.2374663,-0.289022,0.0,0.0,0.49999386
70,0.49373555,-4.8330383,-0.45197403,2.7159235,4.6215296,-2.9357946,16.23353,-3.8621736,-3.9609966,-3.695406,0.0,0.0,0.95245075
71,7.824333,3.0785575,0.22400135,-0.7653059,1.3692584,5.482897,-1.9214013,-1.3018601,2.9842203,-4.3542066,0.0,0.0,0.49999386
72,-2.6600757,-0.45629248,6.7551336,-0.59061456,-3.1006515,3.624837,2.7034142,2.7432063,4.805823,0.14977251,0.0,0.0,0.49999386
73,-1.0591459,-1.9040705,-1.250941,-1.971421,-3.9838953,0.28244004,-0.25226456,-5.688405,-2.082345,1.0791261,0.0,0.0,0.49999386
74,2.940844,-7.2202682,0.2205416,4.312253,5.122403,2.3904803,5.1496415,-0.92102444,0.6071683,0.73613465,1.0,1.0,0.95245075
75,-7.12924,5.2253375,0.4106908,-1.6072266,3.3577704,1.8739667,-3.9363146,-3.391809,-4.4800467,-1.7770703,1.0,1.0,0.49999386
76,-2.3251777,-2.428515,1.4192975,5.8801537,-5.4588447,-2.0071568,-0.10279532,2.7894535,-5.712291,4.513124,0.0,0.0,0.49999386
77,-1.0711333,-3.182303,-0.835941,-2.3532903,-2.0163937,3.8347917,2.0744174,-1.2254374,1.6611197,0.29829112,0.0,0.0,0.49999386
78,-0.42708188,4.0333257,0.65387994,-0.58859915,0.68733776,0.5510878,-2.8608372,5.578561,-1.3428991,-4.286906,1.0,1.0,0.49999386
79,7.510988,-1.3358967,2.4646273,-3.9621553,-7.415078,5.742336,0.7183014,-1.0852299,6.279929,5.298824,1.0,1.0,0.95245075
80,-1.6786807,-1.7859738,5.2537403,4.0223484,3.248143,2.1770158,-8.164143,0.042477127,-3.5840435,-3.613504,1.0,0.0,0.49999386
81,-6.4197054,-6.6964464,-5.4510536,11.229759,0.79091346,-1.1159844,-7.071616,-4.733559,1.0307771,2.9049664,1.0,1.0,0.95245075
82,4.216124,-6.4439363,11.800023,1.593905,0.821052,2.014839,0.0849452,4.247961,7.420924,2.539349,1.0,1.0,0.95245075
83,7.4655776,0.4482503,-0.27295345,-0.69453394,2.5934618,0.28440154,-3.7936928,-1.1352293,3.7180717,-0.8890221,0.0,0.0,0.49999386
84,7.161816,1.8771018,7.6841564,5.167372,-6.940133,4.921184,-3.7953887,0.0006271601,3.4223933,-7.2108364,1.0,1.0,0.95245075
85,-4.621752,1.7350727,-3.3798027,-1.1369456,2.0544057,-4.9506555,-0.8112588,0.17043594,2.126472,-1.9524493,1.0,0.0,0.49999386
86,4.3995357,0.86104506,-3.9224517,3.7650352,-3.6698618,-2.0955338,-0.53207266,7.0873995,2.4131029,-4.7799664,0.0,0.0,0.49999386
87,-0.047559947,-2.9267774,3.167902,-2.3087175,5.292791,-3.0664608,-0.59235543,-1.5734856,3.360702,1.2586889,0.0,0.0,0.49999386
88,-1.2404752,4.1231956,-3.5996027,-4.795966,0.77998435,1.3531926,-1.6551371,-2.5520127,2.1204066,-2.1410005,0.0,0.0,0.49999386
89,4.889286,0.33443755,5.0694375,9.376268,-1.2471476,-3.0447326,6.396853,-2.7953007,-4.527871,0.49224043,1.0,1.0,0.95245075
90,1.6975648,-1.5094647,-2.5985022,-0.7709668,0.87196124,6.199728,-0.73766565,3.8075058,1.8931718,2.2524588,0.0,0.0,0.49999386
91,-5.0996866,0.5999788,3.0308657,6.235667,2.8167067,-0.2408067,10.992681,3.6475189,3.170177,5.242782,1.0,1.0,0.95245075
92,3.4940414,-2.7237816,3.0436392,0.27444467,-0.15722208,-0.1522721,3.4488873,-4.659792,-2.1520772,-0.8647561,0.0,0.0,0.49999386
93,-2.0987656,5.542529,0.49623913,2.3490853,1.4648404,7.0241976,-10.409273,5.5905247,3.9596865,6.2063828,1.0,1.0,0.95245075
94,-2.6355598,-1.4119233,3.9097357,2.4109492,1.4553175,3.6423073,-2.8347795,1.9309363,1.1914113,3.4149141,1.0,0.0,0.49999386
95,3.12623,0.18756634,4.4656534,13.522764,0.583733,-0.58882356,14.515769,-0.50226724,-1.7966304,3.14404,1.0,1.0,0.95245075
96,12.151653,-3.48767,9.086689,3.2736516,4.8242636,-1.3636289,4.1622705,5.2160687,-3.147448,3.5186846,1.0,1.0,0.95245075
97,6.6329794,-5.0722694,-3.4180408,-7.5425906,1.1551831,-1.2515992,1.9613154,-4.9583206,-2.8917649,-0.59589934,0.0,0.0,0.49999386
98,-3.840216,1.2424047,0.05224155,-0.5643343,-0.33502984,1.2768755,-2.324431,1.364215,0.48039085,-1.5937346,0.0,0.0,0.49999386
99,5.4742374,4.157546,-5.4609394,1.3110943,5.600766,-2.2149663,1.4281833,10.635869,0.2139166,-8.219891,1.0,1.0,0.95245075
100,-1.6037812,0.2803982,1.021694,2.9159954,0.3151904,-0.89533794,3.0504277,-2.4616656,2.4904723,1.4812598,0.0,0.0,0.49999386
101,-0.52475536,-2.3044815,-5.3330145,0.27515805,-1.2372949,5.3226905,-4.6846623,2.494709,-1.4704452,1.4527773,1.0,1.0,0.49999386
102,-2.8213844,0.45164233,-0.7438392,-1.3833891,0.21202749,-0.42164066,5.425308,-0.93937147,1.0827115,2.19339,0.0,0.0,0.49999386
103,-4.548292,-2.799064,1.8476919,5.198271,-3.1445785,-0.928518,9.610533,2.3805904,1.8264678,-2.756769,0.0,0.0,0.49999386
104,-9.569935,3.4820473,7.184697,0.9618886,2.5103984,0.17523944,0.68238646,-7.426484,5.6833997,-4.4625025,0.0,0.0,0.95245075
105,-3.7938404,0.8225194,6.2324653,12.213851,6.5257826,3.0924048,3.7210512,1.3865758,7.9033237,-2.125603,1.0,1.0,0.95245075
106,2.534427,-12.255968,1.3854859,-0.05402209,-1.642592,4.0426683,-2.2858105,2.8052537,-4.0639296,-0.98586535,0.0,0.0,0.49999386
107,-2.1934462,-2.3428123,4.2377834,4.037574,1.0702788,5.780936,-2.6141422,0.44813335,-2.1716917,2.720879,1.0,1.0,0.95245075
108,0.24880695,7.7423334,0.7939724,1.7879338,0.8620833,3.2285807,-0.8952968,-1.7650645,-1.6529691,2.0604734,0.0,0.0,0.49999386
109,1.9050704,0.40718588,1.7357318,1.0085617,0.31527868,2.3793821,-1.9079981,3.362924,1.867486,-0.50306046,0.0,0.0,0.49999386
110,9.938443,-1.1656582,6.2845054,-0.72433484,2.7382936,-0.19906175,-2.3838506,1.0551094,-0.45836592,12.143383,0.0,0.0,0.95245075
111,4.798655,2.6684499,-3.6072397,0.6124467,1.0745674,-0.27208048,-1.713624,0.09098029,3.3736048,-0.8542755,1.0,0.0,0.49999386
112,2.679449,2.680989,3.1778874,1.3475015,-3.3389668,-1.071548,-0.41075644,-8.843318,0.09537445,1.3669405,0.0,0.0,0.49999386
113,-3.0461106,2.8069496,0.5549778,0.42804748,0.2954939,-0.31707865,-1.4038963,2.8273277,1.2214655,0.37529397,0.0,0.0,0.49999386
114,-4.227895,0.43260986,-3.2456152,-1.2248784,1.3606464,-1.1476474,2.0734394,-0.4387182,-2.7525563,-0.5622878,1.0,0.0,0.49999386
115,0.15516198,-0.4146533,-5.5457926,-2.2206454,0.77927697,-2.8775744,-4.4063196,2.9984953,-1.8232903,-0.118239045,0.0,0.0,0.95245075
116,6.035573,4.626421,4.420477,0.75264895,9.778592,3.607039,0.49475437,1.8860098,-3.4444804,2.669257,1.0,1.0,0.95245075
117,3.9059076,-3.3301663,-6.325413,-5.835335,-6.6348047,16.985167,-1.952239,0.5216929,-0.14615571,6.887764,1.0,1.0,0.95245075
118,0.5525818,7.158532,-2.9389513,-2.807928,-0.563777,-3.7397969,-2.4711947,1.0936248,-3.8122716,-3.0932329,0.0,0.0,0.49999386
119,-4.5555224,5.5661106,-5.5698857,6.6935196,-5.001621,4.4676466,1.2659926,4.4869637,0.098172665,-3.261363,1.0,1.0,0.95245075
120,10.442159,6.400896,1.3649096,-0.36385334,6.044455,13.2719,-1.0660133,0.38544625,-5.388517,-13.339855,1.0,1.0,0.95245075
121,-1.3008366,1.966477,5.8093553,3.2916424,7.973376,6.6534758,12.257685,5.463121,-5.18801,3.6269782,0.0,0.0,0.95245075
122,-4.1573534,3.7106986,0.8079599,-3.3600922,1.4257491,5.364242,-0.02267766,-2.602542,1.8804094,1.3258431,0.0,0.0,0.95245075
123,-0.77187514,-5.4135685,-3.820158,-4.972744,-5.0368686,-5.9865713,3.2475257,-6.1266646,-0.052600026,2.5990257,1.0,1.0,0.95245075
124,-4.304784,1.4610288,-0.29323864,-5.186322,-0.6047838,0.71437657,-2.509301,-0.91594005,-2.6489851,-1.0831101,1.0,0.0,0.49999386
125,-1.7750754,6.3602924,0.46002162,2.1146345,-4.883027,1.420311,-1.0465411,-0.7064668,2.580327,3.1562383,0.0,0.0,0.49999386
126,-2.0021336,1.0297893,-5.916131,1.0214014,0.9806738,-3.2353172,-0.14007992,4.688426,-2.6616268,1.0861658,0.0,0.0,0.49999386
127,1.3913138,0.86271906,5.9240437,2.0989475,1.7095766,-1.531147,7.9548426,4.148311,0.08712435,4.4863434,1.0,1.0,0.95245075
128,3.2286737,-1.0864856,-2.3363,2.0626588,0.65463114,-0.22159517,-2.4680889,3.2752726,2.0993476,3.3805804,0.0,0.0,0.95245075
129,-4.003123,4.973167,-4.288223,-2.3500204,0.25193924,6.6331773,-0.84474754,-1.6135767,-3.4086878,-1.5657959,0.0,0.0,0.49999386
130,3.6747255,-1.0989084,0.7071707,1.5388724,-2.3290336,3.5893402,0.9533547,4.6931643,-0.3935574,3.9892507,0.0,0.0,0.49999386
131,1.5003655,-0.3457142,-2.0411751,-3.4389625,2.2121992,-3.0847898,-0.0445534,3.7335238,-0.70477086,0.17507188,0.0,0.0,0.49999386
132,7.143222,7.74481,1.0623446,-3.2884932,-0.53534585,-1.9078555,-2.541013,-4.0787272,-0.8456896,-3.7726932,0.0,0.0,0.49999386
133,-1.9568729,2.1441793,-2.0074067,7.883911,-1.5617278,5.1114607,2.0223987,-3.1798067,-1.2853794,-3.7849164,0.0,0.0,0.95245075
134,-3.5670915,1.6109616,0.6163072,-5.4057503,-4.2991676,-2.505662,3.4959326,-2.813043,2.2864444,-1.057673,0.0,0.0,0.49999386
135,-4.4124455,-4.9978495,6.635512,7.562026,-0.7548506,2.970118,-6.7598085,-2.192313,0.038829207,0.22603399,1.0,1.0,0.95245075
136,5.9388895,-0.497483,-0.94019884,3.048007,-3.2569585,0.7237974,-0.6332401,5.52775,1.3856952,8.663847,0.0,0.0,0.49999386
137,-3.3693738,4.0831556,3.4815083,1.1176794,1.4886003,-1.9362082,1.4989388,1.6770809,-2.2559361,-1.3939415,0.0,0.0,0.49999386
138,3.9773319,-5.346677,2.1805282,1.8032691,1.0718821,2.9711,1.2583892,0.35612786,-2.0653248,-5.6101465,0.0,0.0,0.49999386
139,-4.1946316,6.038642,6.6622534,3.342908,-3.0531902,-1.0970535,11.807271,3.6617935,7.0635285,-3.8141794,1.0,1.0,0.95245075
140,0.25590926,0.17531252,18.741234,5.4616785,6.1794696,6.3264065,-10.328698,2.4126225,5.753577,5.470189,0.0,0.0,0.95245075
141,0.7424605,-3.4339666,5.7631125,-7.1505795,-2.0227213,1.3201333,1.7723621,2.013743,0.9947156,-5.035511,1.0,1.0,0.95245075
142,-1.7271631,2.931277,-4.27341,4.3022814,7.141131,-3.172954,2.9291353,2.0847359,-3.8263445,1.4580756,1.0,1.0,0.95245075
143,8.658021,-6.279209,-0.0043446487,1.0770175,1.5070335,0.55474097,0.30584407,-1.2219899,0.028089307,-4.2506266,0.0,0.0,0.49999386
144,-2.2230177,2.5661113,-1.1546025,-0.045186162,0.42043418,-5.635688,5.29694,0.044826627,5.0295763,2.1818602,0.0,0.0,0.49999386
145,-4.19676,-8.11064,-5.3187175,-7.764097,3.39801,-0.6782081,5.9777555,4.297813,0.7752354,5.2609777,1.0,1.0,0.95245075
146,0.91109943,0.5966054,0.066309415,1.4281149,-1.881247,-6.248685,-2.971151,5.9824524,1.7655251,2.2406712,0.0,0.0,0.49999386
147,1.3970575,6.2811537,3.0547621,-1.773952,-2.1533291,-0.96254516,2.0948765,-0.44719926,-0.6203197,-5.190155,0.0,0.0,0.49999386
148,4.740795,5.655454,7.6799374,1.081716,1.6014831,-1.668158,9.239577,-1.7991936,0.06729072,-3.3921318,1.0,1.0,0.95245075
149,2.5336113,6.939539,3.1385467,3.8609135,-8.533721,3.9908333,0.8069478,13.761689,-1.1847231,3.4695663,1.0,1.0,0.95245075
150,-1.8178049,0.3781702,1.8535037,-1.1147848,3.5482814,0.92358613,-3.670367,3.0440302,2.3948662,-2.5652688,0.0,0.0,0.49999386
151,-4.957674,0.9063642,1.5213248,3.345889,-6.2719436,-9.966712,6.7267447,9.116084,-1.6733646,-5.656719,1.0,1.0,0.95245075
152,8.482196,-1.4076624,-2.2243335,-7.5456314,2.286211,2.684649,1.0280073,6.623572,-1.6562347,6.007328,1.0,1.0,0.95245075
153,2.3904116,4.678527,6.3667936,-1.1526041,4.9437933,3.4824264,-2.621893,-1.9896317,2.541545,-0.28415954,1.0,1.0,0.95245075
154,5.866862,-4.8920984,-5.189894,-2.5725367,-2.346398,11.005739,-2.2306714,-5.9725456,-4.8524914,-0.07573354,1.0,1.0,0.95245075
155,0.36668363,2.766153,-3.2470455,1.6487013,-4.973386,0.1039341,-0.85661626,-7.354414,0.37609166,-1.0891805,0.0,0.0,0.49999386
156,-0.94959414,-0.7352945,1.1633794,-1.038566,-1.2740796,0.028598852,0.24131732,2.392382,1.7866571,-1.3903552,0.0,0.0,0.49999386
157,-4.571186,0.046594262,-5.318464,1.1554024,0.7836868,-1.307457,-1.3747661,-8.052905,0.9281604,-0.10582447,0.0,0.0,0.95245075
158,-8.801276,2.7470944,8.002377,9.789643,8.364901,-5.5348744,-0.8946136,7.6189456,-0.10017967,-3.697586,1.0,1.0,0.95245075
159,-3.8437524,8.049432,-3.583796,-2.7473764,0.20672834,9.173095,2.3934212,-0.51391923,-2.4876032,7.1889033,0.0,0.0,0.95245075
160,-2.3285885,5.144362,-4.462243,5.0738735,2.7133641,1.7870808,-6.731994,-5.375086,-6.3442173,-3.5845366,0.0,0.0,0.49999386
161,9.290113,-5.8389864,2.8284824,0.6546327,4.800359,10.59861,1.0852494,0.7314862,-5.4926295,-0.956022,1.0,1.0,0.95245075
162,-1.6010036,0.56254214,8.121024,-2.2606053,0.31637293,0.8442104,8.842497,-7.635528,-0.12951119,0.08471715,0.0,0.0,0.49999386
163,-3.9056811,5.0928845,-1.4561968,2.049903,5.8108015,3.6520813,1.6565013,4.2661085,3.5638452,-3.0885816,1.0,1.0,0.95245075
164,2.6820965,1.5569832,9.949295,-1.794549,2.6572943,5.926263,-2.0959187,9.452376,-2.8184693,1.1335043,1.0,1.0,0.95245075
165,0.064350665,-0.879235,17.803862,0.81118417,3.128352,-3.625698,-2.502583,0.9268738,18.223818,3.4241176,0.0,0.0,0.95245075
166,3.5344539,1.6210732,0.88650674,1.9764373,0.26977557,0.61856234,-0.1046128,-3.4568648,4.015067,2.6747398,0.0,0.0,0.49999386
167,1.1382141,-1.915225,3.3788767,-2.5400617,-2.8674645,-1.4648572,-3.5868125,4.1906695,6.4559317,0.73781145,0.0,0.0,0.49999386
168,2.2015262,0.25052673,-4.277733,5.525781,-4.2298822,-3.4559493,-1.3921654,4.8124595,-4.260597,-6.6182127,1.0,1.0,0.95245075
169,0.88522965,7.3885612,6.7208037,0.28691447,-2.3890617,2.4026184,-1.8482933,-3.7060866,2.1788478,-0.12637639,0.0,0.0,0.95245075
170,-0.47238123,0.6524061,0.2244989,-0.22168739,-0.88598746,-1.1883578,0.29808524,0.7905817,-2.1509962,0.8117124,1.0,1.0,0.49999386
171,-0.94825083,-0.25164026,-1.8797961,-3.511171,-3.053012,-2.3050191,-0.10815078,-1.0215803,1.5015609,5.60931,0.0,0.0,0.49999386
172,-4.5820475,-3.1998403,4.4301405,-5.086437,-5.978034,-6.0208473,0.13378373,1.5699916,-0.30783173,4.550876,0.0,0.0,0.49999386
173,3.3634129,1.600205,0.0036999583,-4.9134035,1.5846305,1.4459472,0.61955184,1.2332169,-2.6677155,0.09758353,1.0,1.0,0.95245075
174,1.6326654,-2.5337586,-0.40805644,5.5733585,-4.922872,-9.086585,-1.2755538,2.3303452,-0.5010946,-4.7196164,0.0,0.0,0.49999386
175,-0.4520502,-3.249188,-3.0556777,3.199767,-4.8096895,0.09530937,-6.0090027,2.7553205,1.1984233,-0.36291543,1.0,0.0,0.49999386
176,10.477682,12.806556,2.5759923,10.238018,-3.531793,-0.8734546,-0.14458942,-0.40042138,9.841506,13.08321,1.0,1.0,0.95245075
177,2.434394,-1.2188859,1.5052918,-0.3254363,-0.46186846,-5.4881945,2.8513906,-4.6187763,-1.1411223,2.9306312,0.0,0.0,0.49999386
